id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jumlah_populasi,satuan,tahun
261,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,16382.0,EKOR,2022
262,32,JAWA BARAT,3271,KOTA BOGOR,407.0,EKOR,2022
263,32,JAWA BARAT,3272,KOTA SUKABUMI,670.0,EKOR,2022
264,32,JAWA BARAT,3273,KOTA BANDUNG,433.0,EKOR,2022
265,32,JAWA BARAT,3274,KOTA CIREBON,359.0,EKOR,2022
266,32,JAWA BARAT,3275,KOTA BEKASI,5987.0,EKOR,2022
267,32,JAWA BARAT,3276,KOTA DEPOK,2110.0,EKOR,2022
268,32,JAWA BARAT,3277,KOTA CIMAHI,310.0,EKOR,2022
269,32,JAWA BARAT,3278,KOTA TASIKMALAYA,2878.0,EKOR,2022
270,32,JAWA BARAT,3279,KOTA BANJAR,633.0,EKOR,2022
